UserID,Age,Gender,TotalCoursesEnrolled,EnrollmentFrequency,AverageSpending,PreferredCategory,PreferredLevel,AverageCourseRating,CategoryDiversity,LearningDepthIndex,TotalSpending,Cluster,SegmentName
U00231,16,Male,2,1.0,106.585,Digital Marketing,Advanced,3.52,2,3.0,213.17,5,Digital Marketing Learners
U00232,26,Female,1,1.0,0.0,Cybersecurity,Advanced,2.38,1,3.0,0.0,2,Cybersecurity Beginners
U00233,32,Male,1,1.0,119.04,Finance,Intermediate,2.75,1,2.0,119.04,2,Cybersecurity Beginners
U00234,32,Male,2,1.0,163.01,Business,Advanced,3.74,2,2.5,326.02,1,Business Advanced Learners
U00235,34,Male,3,1.0,157.42666666666665,Programming,Beginner,3.856666666666667,2,1.6666666666666667,472.28,2,Cybersecurity Beginners
U00236,25,Female,1,1.0,394.26,Cybersecurity,Intermediate,1.35,1,2.0,394.26,2,Cybersecurity Beginners
U00237,20,Male,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U00238,24,Female,15,1.6666666666666667,124.86133333333333,Business,Beginner,3.1626666666666665,10,1.9333333333333333,1872.92,4,Highly Engaged AI Explorers
U00239,32,Female,1,1.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,5,Digital Marketing Learners
U00240,34,Female,2,1.0,0.0,Business,Advanced,3.33,2,2.5,0.0,1,Business Advanced Learners
U00241,23,Female,2,1.0,0.0,Cybersecurity,Beginner,4.2700000000000005,2,1.5,0.0,2,Cybersecurity Beginners
U00242,27,Male,2,1.0,133.465,Artificial Intelligence,Advanced,3.285,2,2.5,266.93,0,AI Beginner Learners
U00243,24,Female,1,1.0,177.34,Digital Marketing,Advanced,3.89,1,3.0,177.34,5,Digital Marketing Learners
U00244,28,Male,1,1.0,276.37,Design,Advanced,2.72,1,3.0,276.37,7,Deep Design Learners
U00245,31,Female,1,1.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,2,Cybersecurity Beginners
U00246,31,Male,1,1.0,472.28,Programming,Beginner,4.74,1,1.0,472.28,0,AI Beginner Learners
U00247,30,Female,1,1.0,0.0,Marketing,Advanced,2.01,1,3.0,0.0,8,Advanced Marketing Learners
U00248,17,Male,1,1.0,0.0,Finance,Advanced,1.59,1,3.0,0.0,2,Cybersecurity Beginners
U00249,35,Female,1,1.0,0.0,Programming,Beginner,2.88,1,1.0,0.0,2,Cybersecurity Beginners
U00250,21,Male,1,1.0,342.61,Project Management,Intermediate,4.84,1,2.0,342.61,0,AI Beginner Learners
U00251,28,Female,13,1.625,100.81307692307692,Finance,Beginner,3.493846153846154,9,1.5384615384615385,1310.57,4,Highly Engaged AI Explorers
U00252,29,Female,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U00253,19,Male,1,1.0,0.0,Digital Marketing,Intermediate,4.66,1,2.0,0.0,5,Digital Marketing Learners
U00254,19,Female,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U00255,26,Female,1,1.0,394.26,Cybersecurity,Intermediate,1.35,1,2.0,394.26,2,Cybersecurity Beginners
U00256,35,Female,1,1.0,0.0,Design,Beginner,4.51,1,1.0,0.0,7,Deep Design Learners
U00257,29,Male,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U00258,19,Male,1,1.0,117.68,Data Science,Advanced,2.57,1,3.0,117.68,3,Data Science Beginners
U00259,35,Male,1,1.0,342.61,Project Management,Intermediate,4.84,1,2.0,342.61,0,AI Beginner Learners
U00260,35,Male,15,1.5,163.01333333333332,Design,Advanced,3.1526666666666667,9,2.0,2445.2,4,Highly Engaged AI Explorers
U00261,28,Female,1,1.0,0.0,Machine Learning,Beginner,1.13,1,1.0,0.0,6,Advanced Machine Learning Learners
U00262,24,Male,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U00263,15,Male,4,2.0,0.0,Data Science,Intermediate,2.8325,4,2.0,0.0,3,Data Science Beginners
U00264,18,Female,3,1.5,0.0,Cybersecurity,Intermediate,3.4599999999999995,3,2.0,0.0,2,Cybersecurity Beginners
U00265,15,Male,14,1.75,149.13214285714284,Digital Marketing,Intermediate,3.4299999999999997,9,2.0,2087.85,4,Highly Engaged AI Explorers
U00266,25,Female,1,1.0,212.39,Digital Marketing,Advanced,3.15,1,3.0,212.39,5,Digital Marketing Learners
U00267,34,Male,4,1.3333333333333333,226.6325,Business,Advanced,3.0325,3,2.25,906.53,1,Business Advanced Learners
U00268,29,Female,1,1.0,0.0,Data Science,Intermediate,3.6,1,2.0,0.0,3,Data Science Beginners
U00269,22,Female,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U00270,23,Male,1,1.0,0.0,Web Development,Advanced,2.67,1,3.0,0.0,9,Advanced Web Development Learners
U00271,15,Male,1,1.0,0.0,Digital Marketing,Beginner,4.44,1,1.0,0.0,5,Digital Marketing Learners
U00272,25,Male,13,1.8571428571428572,94.55384615384614,Digital Marketing,Advanced,3.2284615384615383,8,2.1538461538461537,1229.1999999999998,4,Highly Engaged AI Explorers
U00273,25,Female,1,1.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,5,Digital Marketing Learners
U00274,32,Female,2,1.0,88.67,Business,Advanced,3.52,2,3.0,177.34,1,Business Advanced Learners
U00275,28,Female,1,1.0,0.0,Marketing,Advanced,2.98,1,3.0,0.0,8,Advanced Marketing Learners
U00276,22,Female,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U00277,21,Male,1,1.0,0.0,Marketing,Advanced,2.01,1,3.0,0.0,8,Advanced Marketing Learners
U00278,27,Male,1,1.0,0.0,Programming,Beginner,3.85,1,1.0,0.0,2,Cybersecurity Beginners
U00279,24,Male,3,1.0,98.33999999999999,Data Science,Advanced,2.6833333333333336,3,3.0,295.02,3,Data Science Beginners
U00280,15,Male,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U00281,30,Female,1,1.0,0.0,Marketing,Intermediate,4.11,1,2.0,0.0,8,Advanced Marketing Learners
U00282,19,Male,14,1.75,73.86928571428572,Business,Advanced,2.472142857142857,9,2.4285714285714284,1034.17,4,Highly Engaged AI Explorers
U00283,28,Male,2,1.0,0.0,Digital Marketing,Beginner,2.8600000000000003,2,1.0,0.0,5,Digital Marketing Learners
U00284,30,Male,1,1.0,342.61,Project Management,Intermediate,4.84,1,2.0,342.61,0,AI Beginner Learners
U00285,29,Female,1,1.0,57.32,Web Development,Advanced,4.74,1,3.0,57.32,9,Advanced Web Development Learners
U00286,24,Female,3,1.0,0.0,Web Development,Advanced,3.106666666666667,2,2.3333333333333335,0.0,9,Advanced Web Development Learners
U00287,21,Female,2,1.0,0.0,Design,Advanced,4.585,2,2.5,0.0,7,Deep Design Learners
U00288,35,Male,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U00289,17,Female,1,1.0,0.78,Machine Learning,Advanced,3.89,1,3.0,0.78,6,Advanced Machine Learning Learners
U00290,17,Female,3,1.0,19.106666666666666,Digital Marketing,Advanced,4.430000000000001,3,2.0,57.32,5,Digital Marketing Learners
U00291,16,Female,3,1.0,92.12333333333333,Artificial Intelligence,Advanced,3.6966666666666668,3,2.0,276.37,0,AI Beginner Learners
U00292,33,Male,12,1.7142857142857142,80.46833333333333,Cybersecurity,Intermediate,3.1333333333333333,8,1.9166666666666667,965.62,4,Highly Engaged AI Explorers
U00293,25,Female,13,1.625,109.72923076923077,Machine Learning,Advanced,2.94,9,2.1538461538461537,1426.48,4,Highly Engaged AI Explorers
U00294,21,Female,1,1.0,0.0,Machine Learning,Intermediate,4.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U00295,29,Male,1,1.0,0.0,Machine Learning,Beginner,1.13,1,1.0,0.0,6,Advanced Machine Learning Learners
U00296,31,Female,2,1.0,88.67,Digital Marketing,Advanced,3.67,2,2.5,177.34,5,Digital Marketing Learners
U00297,29,Male,1,1.0,0.0,Digital Marketing,Beginner,2.14,1,1.0,0.0,5,Digital Marketing Learners
U00298,32,Male,14,1.75,144.31571428571428,Project Management,Intermediate,3.2892857142857146,7,2.142857142857143,2020.42,4,Highly Engaged AI Explorers
U00299,20,Female,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U00300,26,Female,2,2.0,243.96,Business,Advanced,2.92,2,2.0,487.92,1,Business Advanced Learners
U00301,26,Male,14,1.4,85.81642857142856,Programming,Beginner,3.0685714285714285,9,1.7857142857142858,1201.4299999999998,4,Highly Engaged AI Explorers
U00302,34,Female,1,1.0,37.89,Web Development,Advanced,1.3,1,3.0,37.89,9,Advanced Web Development Learners
U00303,35,Male,14,2.0,77.56714285714285,Machine Learning,Advanced,3.027142857142857,7,2.142857142857143,1085.94,4,Highly Engaged AI Explorers
U00304,35,Male,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U00305,22,Male,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U00306,28,Male,1,1.0,0.0,Finance,Beginner,4.14,1,1.0,0.0,2,Cybersecurity Beginners
U00307,33,Female,1,1.0,0.0,Programming,Intermediate,2.43,1,2.0,0.0,2,Cybersecurity Beginners
U00308,26,Male,4,1.0,197.6175,Artificial Intelligence,Beginner,3.5625,4,1.0,790.47,0,AI Beginner Learners
U00309,27,Male,1,1.0,342.61,Project Management,Intermediate,4.84,1,2.0,342.61,0,AI Beginner Learners
U00310,26,Female,11,2.2,42.28818181818182,Data Science,Advanced,3.097272727272727,8,2.3636363636363638,465.17,4,Highly Engaged AI Explorers
U00311,18,Female,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U00312,30,Female,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U00313,29,Female,1,1.0,0.0,Digital Marketing,Intermediate,4.66,1,2.0,0.0,5,Digital Marketing Learners
U00314,19,Female,3,1.5,0.0,Programming,Beginner,2.9766666666666666,2,1.0,0.0,2,Cybersecurity Beginners
U00315,31,Female,12,2.0,81.02416666666666,Data Science,Beginner,3.3516666666666666,9,1.9166666666666667,972.29,4,Highly Engaged AI Explorers
U00316,19,Female,2,1.0,0.0,Data Science,Beginner,3.87,2,1.5,0.0,3,Data Science Beginners
U00317,19,Male,3,1.5,19.106666666666666,Cybersecurity,Advanced,3.813333333333333,3,2.6666666666666665,57.32,2,Cybersecurity Beginners
U00318,20,Male,1,1.0,326.02,Business,Intermediate,2.69,1,2.0,326.02,1,Business Advanced Learners
U00319,15,Female,1,1.0,346.71,Project Management,Advanced,1.23,1,3.0,346.71,0,AI Beginner Learners
U00320,29,Male,1,1.0,285.05,Business,Beginner,1.96,1,1.0,285.05,1,Business Advanced Learners
U00321,28,Male,14,1.5555555555555556,130.21,Artificial Intelligence,Beginner,2.579285714285714,8,1.9285714285714286,1822.94,4,Highly Engaged AI Explorers
U00322,23,Male,14,1.75,44.73571428571428,Web Development,Beginner,3.067857142857143,7,1.6428571428571428,626.3,9,Advanced Web Development Learners
U00323,21,Female,15,1.5,63.266,Business,Advanced,3.3059999999999996,8,2.2666666666666666,948.99,4,Highly Engaged AI Explorers
U00324,16,Male,1,1.0,0.0,Programming,Beginner,2.88,1,1.0,0.0,2,Cybersecurity Beginners
U00325,26,Male,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U00326,25,Female,1,1.0,0.0,Web Development,Beginner,2.2,1,1.0,0.0,9,Advanced Web Development Learners
U00327,31,Female,4,1.0,44.335,Digital Marketing,Intermediate,4.035,3,2.0,177.34,5,Digital Marketing Learners
U00328,29,Female,15,1.6666666666666667,87.99266666666666,Finance,Beginner,3.31,8,1.6,1319.8899999999999,4,Highly Engaged AI Explorers
U00329,20,Female,12,1.3333333333333333,136.035,Data Science,Beginner,3.035833333333333,8,1.5833333333333333,1632.4199999999998,4,Highly Engaged AI Explorers
U00330,15,Female,14,1.5555555555555556,90.61571428571428,Marketing,Intermediate,2.775714285714286,8,2.142857142857143,1268.62,4,Highly Engaged AI Explorers
U00331,17,Male,1,1.0,276.37,Design,Advanced,2.72,1,3.0,276.37,7,Deep Design Learners
U00332,25,Male,1,1.0,0.0,Machine Learning,Advanced,1.81,1,3.0,0.0,6,Advanced Machine Learning Learners
U00333,26,Female,1,1.0,0.0,Finance,Advanced,1.59,1,3.0,0.0,2,Cybersecurity Beginners
U00334,24,Female,13,1.4444444444444444,68.27076923076923,Artificial Intelligence,Beginner,2.64,9,1.8461538461538463,887.52,4,Highly Engaged AI Explorers
U00335,33,Female,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U00336,19,Male,1,1.0,0.0,Artificial Intelligence,Beginner,3.64,1,1.0,0.0,0,AI Beginner Learners
U00337,29,Female,1,1.0,0.0,Machine Learning,Intermediate,1.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U00338,23,Female,14,1.5555555555555556,59.48357142857143,Data Science,Beginner,3.3842857142857143,8,1.7857142857142858,832.77,4,Highly Engaged AI Explorers
U00339,29,Male,16,1.7777777777777777,130.476875,Project Management,Advanced,3.13625,10,2.0625,2087.63,4,Highly Engaged AI Explorers
U00340,30,Male,14,1.75,87.17285714285715,Business,Advanced,2.9549999999999996,8,2.0,1220.42,4,Highly Engaged AI Explorers
U00341,24,Male,1,1.0,0.0,Marketing,Advanced,4.79,1,3.0,0.0,8,Advanced Marketing Learners
U00342,26,Female,1,1.0,0.0,Machine Learning,Intermediate,4.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U00343,31,Male,1,1.0,0.0,Machine Learning,Beginner,1.13,1,1.0,0.0,6,Advanced Machine Learning Learners
U00344,17,Male,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U00345,16,Male,15,1.6666666666666667,91.14733333333334,Programming,Beginner,3.5193333333333334,9,1.8,1367.21,4,Highly Engaged AI Explorers
U00346,33,Female,3,1.0,108.67333333333333,Business,Intermediate,3.3699999999999997,3,1.6666666666666667,326.02,1,Business Advanced Learners
U00347,32,Female,2,1.0,173.355,Marketing,Advanced,2.67,2,2.5,346.71,8,Advanced Marketing Learners
U00348,30,Female,1,1.0,299.57,Data Science,Beginner,3.74,1,1.0,299.57,3,Data Science Beginners
U00349,28,Male,1,1.0,0.0,Machine Learning,Beginner,1.13,1,1.0,0.0,6,Advanced Machine Learning Learners
U00350,17,Male,2,1.0,44.795,Artificial Intelligence,Beginner,3.8100000000000005,2,1.5,89.59,0,AI Beginner Learners
U00351,18,Female,13,1.625,59.776923076923076,Cybersecurity,Advanced,2.9269230769230767,8,2.076923076923077,777.1,4,Highly Engaged AI Explorers
U00352,28,Male,15,1.6666666666666667,67.31266666666667,Business,Beginner,3.0853333333333333,10,1.9333333333333333,1009.69,4,Highly Engaged AI Explorers
U00353,34,Female,14,2.0,65.59357142857142,Digital Marketing,Advanced,3.3785714285714286,10,2.0,918.31,4,Highly Engaged AI Explorers
U00354,35,Male,2,1.0,0.0,Digital Marketing,Beginner,4.550000000000001,1,1.5,0.0,5,Digital Marketing Learners
U00355,15,Female,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U00356,21,Female,15,1.5,41.27733333333333,Artificial Intelligence,Advanced,3.0913333333333335,10,2.2,619.16,4,Highly Engaged AI Explorers
U00357,15,Female,15,1.5,146.132,Artificial Intelligence,Beginner,3.1853333333333333,10,1.7333333333333334,2191.98,4,Highly Engaged AI Explorers
U00358,19,Male,1,1.0,0.0,Project Management,Intermediate,3.45,1,2.0,0.0,0,AI Beginner Learners
U00359,29,Female,1,1.0,0.0,Programming,Beginner,1.28,1,1.0,0.0,2,Cybersecurity Beginners
U00360,32,Male,1,1.0,0.0,Data Science,Intermediate,3.6,1,2.0,0.0,3,Data Science Beginners
U00361,18,Female,1,1.0,0.0,Marketing,Intermediate,4.72,1,2.0,0.0,8,Advanced Marketing Learners
U00362,16,Male,13,1.4444444444444444,85.61769230769231,Programming,Advanced,3.089230769230769,8,2.230769230769231,1113.03,4,Highly Engaged AI Explorers
U00363,32,Female,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U00364,34,Male,1,1.0,0.0,Project Management,Beginner,4.68,1,1.0,0.0,0,AI Beginner Learners
U00365,30,Female,13,1.8571428571428572,38.48307692307692,Marketing,Advanced,2.576923076923077,7,2.230769230769231,500.28000000000003,8,Advanced Marketing Learners
U00366,28,Male,2,1.0,0.0,Artificial Intelligence,Beginner,3.545,2,1.5,0.0,0,AI Beginner Learners
U00367,21,Male,1,1.0,0.0,Web Development,Advanced,2.67,1,3.0,0.0,9,Advanced Web Development Learners
U00368,26,Male,1,1.0,0.0,Design,Advanced,1.52,1,3.0,0.0,7,Deep Design Learners
U00369,19,Male,4,1.3333333333333333,0.0,Business,Advanced,2.665,4,2.5,0.0,1,Business Advanced Learners
U00370,17,Male,2,1.0,303.48,Business,Advanced,3.1950000000000003,2,2.5,606.96,1,Business Advanced Learners
U00371,17,Female,1,1.0,0.0,Data Science,Intermediate,3.02,1,2.0,0.0,3,Data Science Beginners
U00372,23,Male,1,1.0,0.78,Machine Learning,Advanced,3.89,1,3.0,0.78,6,Advanced Machine Learning Learners
U00373,26,Female,1,1.0,0.0,Business,Advanced,2.0,1,3.0,0.0,1,Business Advanced Learners
U00374,28,Female,1,1.0,0.0,Artificial Intelligence,Beginner,3.64,1,1.0,0.0,0,AI Beginner Learners
U00375,34,Female,1,1.0,326.02,Business,Intermediate,2.69,1,2.0,326.02,1,Business Advanced Learners
U00376,29,Male,1,1.0,0.0,Design,Beginner,4.51,1,1.0,0.0,7,Deep Design Learners
U00377,21,Female,1,1.0,177.34,Digital Marketing,Advanced,3.89,1,3.0,177.34,5,Digital Marketing Learners
U00378,21,Female,2,1.0,0.0,Business,Advanced,3.63,2,2.5,0.0,1,Business Advanced Learners
U00379,20,Male,14,2.3333333333333335,218.1692857142857,Marketing,Beginner,3.4035714285714285,8,1.7857142857142858,3054.37,4,Highly Engaged AI Explorers
U00380,23,Female,1,1.0,0.78,Machine Learning,Advanced,3.89,1,3.0,0.78,6,Advanced Machine Learning Learners
U00381,32,Male,1,1.0,0.0,Design,Advanced,4.45,1,3.0,0.0,7,Deep Design Learners
U00382,25,Male,3,1.0,131.42,Cybersecurity,Advanced,2.08,3,2.0,394.26,2,Cybersecurity Beginners
U00383,29,Female,15,1.3636363636363635,111.22666666666667,Artificial Intelligence,Advanced,2.848,10,2.066666666666667,1668.4,4,Highly Engaged AI Explorers
U00384,32,Female,2,1.0,149.785,Data Science,Advanced,2.875,2,2.0,299.57,3,Data Science Beginners
U00385,20,Male,1,1.0,0.0,Machine Learning,Intermediate,1.73,1,2.0,0.0,6,Advanced Machine Learning Learners
U00386,29,Female,2,1.0,149.785,Data Science,Beginner,4.125,2,1.0,299.57,3,Data Science Beginners
U00387,29,Female,1,1.0,0.78,Machine Learning,Advanced,3.89,1,3.0,0.78,6,Advanced Machine Learning Learners
U00388,18,Male,1,1.0,342.61,Project Management,Intermediate,4.84,1,2.0,342.61,0,AI Beginner Learners
U00389,27,Female,1,1.0,0.0,Cybersecurity,Intermediate,1.91,1,2.0,0.0,2,Cybersecurity Beginners
U00390,18,Female,3,1.0,0.0,Web Development,Beginner,3.1266666666666665,2,1.6666666666666667,0.0,9,Advanced Web Development Learners
U00391,19,Female,1,1.0,0.0,Cybersecurity,Intermediate,3.93,1,2.0,0.0,2,Cybersecurity Beginners
U00392,19,Female,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
U00393,30,Male,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U00394,30,Female,11,1.5714285714285714,3.5154545454545456,Business,Advanced,2.611818181818182,7,2.0,38.67,1,Business Advanced Learners
U00395,22,Female,1,1.0,0.0,Cybersecurity,Beginner,4.94,1,1.0,0.0,2,Cybersecurity Beginners
U00396,30,Male,2,1.0,0.0,Finance,Intermediate,2.915,2,2.0,0.0,2,Cybersecurity Beginners
U00397,16,Male,1,1.0,37.89,Web Development,Advanced,1.3,1,3.0,37.89,9,Advanced Web Development Learners
U00398,27,Female,3,1.0,39.22666666666667,Cybersecurity,Advanced,3.313333333333333,3,2.0,117.68,2,Cybersecurity Beginners
U00399,31,Female,12,1.3333333333333333,137.36333333333332,Artificial Intelligence,Advanced,3.0908333333333338,8,2.1666666666666665,1648.36,4,Highly Engaged AI Explorers
U00400,23,Male,2,1.0,0.0,Machine Learning,Advanced,2.83,2,2.0,0.0,6,Advanced Machine Learning Learners
U00401,21,Female,2,1.0,0.0,Data Science,Beginner,2.95,2,1.5,0.0,3,Data Science Beginners
U00402,23,Male,2,1.0,0.0,Finance,Advanced,2.13,2,3.0,0.0,2,Cybersecurity Beginners
U00403,34,Female,1,1.0,0.0,Finance,Intermediate,4.1,1,2.0,0.0,2,Cybersecurity Beginners
U00404,21,Female,14,1.4,115.54571428571428,Finance,Advanced,3.105714285714286,10,2.2142857142857144,1617.6399999999999,4,Highly Engaged AI Explorers
U00405,24,Male,2,1.0,344.65999999999997,Project Management,Advanced,3.035,1,2.5,689.3199999999999,0,AI Beginner Learners
U00406,33,Male,15,1.6666666666666667,94.49600000000001,Data Science,Beginner,2.902,11,1.8,1417.44,4,Highly Engaged AI Explorers
U00407,23,Male,15,1.875,107.46533333333333,Artificial Intelligence,Intermediate,3.3033333333333332,10,1.9333333333333333,1611.98,4,Highly Engaged AI Explorers
U00408,19,Female,1,1.0,0.0,Business,Advanced,3.15,1,3.0,0.0,1,Business Advanced Learners
U00409,35,Male,2,1.0,0.0,Finance,Advanced,2.85,2,2.5,0.0,2,Cybersecurity Beginners
U00410,33,Male,1,1.0,0.0,Web Development,Advanced,2.67,1,3.0,0.0,9,Advanced Web Development Learners
U00411,17,Female,12,1.5,65.80583333333334,Marketing,Advanced,3.2883333333333336,8,2.3333333333333335,789.6700000000001,8,Advanced Marketing Learners
U00412,24,Female,4,1.0,59.18000000000001,Finance,Intermediate,3.3175,3,2.0,236.72000000000003,2,Cybersecurity Beginners
U00413,23,Male,2,1.0,236.14,Cybersecurity,Beginner,4.335,2,1.5,472.28,2,Cybersecurity Beginners
U00414,25,Male,1,1.0,0.0,Design,Advanced,2.61,1,3.0,0.0,7,Deep Design Learners
U00415,31,Female,13,1.1818181818181819,61.92230769230769,Finance,Advanced,3.1138461538461537,7,2.0,804.99,4,Highly Engaged AI Explorers
U00416,17,Female,2,2.0,0.0,Data Science,Beginner,2.925,2,1.0,0.0,3,Data Science Beginners
U00417,32,Female,2,1.0,0.0,Artificial Intelligence,Beginner,2.92,2,1.0,0.0,0,AI Beginner Learners
U00418,23,Female,3,1.0,176.26333333333332,Artificial Intelligence,Beginner,2.3266666666666667,3,1.6666666666666667,528.79,0,AI Beginner Learners
U00419,21,Female,1,1.0,0.78,Machine Learning,Advanced,3.89,1,3.0,0.78,6,Advanced Machine Learning Learners
U00420,24,Female,1,1.0,327.99,Project Management,Beginner,1.51,1,1.0,327.99,0,AI Beginner Learners
